map,prompt,survey_point_id,transcription,note,category,sourced_elsewhere
10a,"agut prep. pron. 2. p. sg.",e,a+j+ə+ḍ,,,0
10a,"agut prep. pron. 2. p. sg.",f,ɑ̣+ḳ+ə+t,,,0
10a,"agut prep. pron. 2. p. sg.",g,ᴇ+i+t,,,0
/*<L 14>*/
/*<M 10b aca, ocú prep. pron. 3. p. pl.>*/
/*<F aca, ocú ‹phonetic form varies according to position in sentence›>*/
10b,"aca, ocú prep. pron. 3. p. pl.",1,ə+k+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",2,ə+k+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",3,ə+k+o̤,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",4,ə+k+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",5,ə+ˈ+k+o̤,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",7,ə+ˈ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",8,ə+k+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",9,ə+k+o̤,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",12,ə+ˈ+k+o̤,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",13,ə+k+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",14,ə+ˈ+k+o̤+ʼ,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",15,ə+ˈ+k+o̤,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",16,k+o̤,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",17,ə+ˈ+k+o̤,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",18,ə+k+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",19,ə+k+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",20,k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",21,ə+ˈ+k+o̤+ʼ,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",22,ə+k+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",23,ə+k+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",24,o̤+k+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",25,ə+ˈ+k+o̤+f,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",26,ə+ˈ+k+u+b,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",27,ə+k+ŭ+f,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",27,ə+ˈ+k+u+b,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",28,ə+ˈ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",28,ə+ˈ+k+u+b,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",29,o̤+k+u+b,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",30,o̤+ˈ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",30,o̤+ˈ+k+u+f,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",31,o̤+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",32,ə+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",34,ə+ˈ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",35,ŏ+ˈ+k+u+f,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",36,ɑ+k+ŭ,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",36,ɑ+k+u+φ,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",37,o̤+k+u+f,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",38,o+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",39,ə+k+o̤+b,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",40,ɑ̣+k+ŭ+b,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",41,ɑ̣+k+ŭ+b,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",42,ɑ+k+ə+b,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",43,ɑː+k+o̤+b,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",44,ɑ+k+o̤+b,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",45,ɑ+k+o̤+b,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",46,ɑ̣ː+k+o̤+b,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",47,ɑ+k+o̤+b,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",48,ɑ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",49,ə+ˈ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",50,ɑ+k+ŭ,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",51,ɑ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",53,ə+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",54,ə+ˈ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",55,ǫ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",57,ə+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",58,ə+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",59,ə+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",60,ə+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",61,o+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",62,ə+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",64,ə+ˈ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",65,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",66,ɔ·+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",67,o+k+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",68,ɔ+k+ɔ,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",69,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",70,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",71,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",73,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",74,ɑ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",75,a+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",76,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",77,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",78,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",79,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",80,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",81,a+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",82,a+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",82,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",82,a+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",83,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",84,ɔ+k+ö̆,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",85,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",86,ɔ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",87,ə+ˈ+k+u,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",88,ɔ+k,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",a,ɑ̣ː+x+ḳ+ɑ,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",b,ɑ̣ː+x+k+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",c,ɑ̣+x+ḳ+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",d,ɑ+χ+ḳ+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",e,a+h+ḳ,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",f,ɑ+x+ḳ+ə,,,0
10b,"aca, ocú prep. pron. 3. p. pl.",g,ɑ̣+.+k+h,,,0
/*<L 15>*/
/*<M 11 barking>*/
/*<F >*/
11,"barking",1,ʃ+g′+a+ˈ+v̱+iː+l′,,,0
11,"barking",2,ʃ+g′+a+ˈ+v̱+iː+l′,,,0
11,"barking",3,ʃ+g′+a+ˈ+v̱+iː+l′,,,0
11,"barking",4,ʃ+g′+a+ˈ+v̱+iː+l′,,,0
11,"barking",5,ʃ+g′+a+ˈ+v̱+iː+l′,,,0
11,"barking",7,ʃ+ḳ′+a+ˈ+v+ɪː+ᵊ+l,,,0
11,"barking",8,o+u+s+ṭ+ᵊ+r+i+g′,,,0
11,"barking",9,o+u+s+ṭ+ə+r+i+g′,,,0
11,"barking",10,o+u+s+ṭ+ə+r+i+g′,,,0
11,"barking",11,o+u+s+ṭ+ə+r+i+g′,,,0
11,"barking",12,ɑ+ũ+s+ṭ+ə+r+i+g′,,,0
11,"barking",13,ɑ̨+ũ+s+ṭ+ᵊ+r+i+g′,,,0
11,"barking",14,o+u+s+ṭ+ə+r+i+g′,,,0
11,"barking",15,ɔ̨+u+s+ṭ+ə+r+i+g′,,,0
11,"barking",16,o+u+s+ṭ+ᵊ+r+i+g′,,,0
11,"barking",17,ǫ+u+s+ṭ+ə+r+i+g′,,,0
11,"barking",18,o+u+s+ṭ+r+i+g′,,,0
11,"barking",19,ɔ̨+u+s+ṭ+ə+r+i+g′,,,0
11,"barking",20,s+ḳ′+a+ˈ+v+ʷ+ɪː+l′,,,0
11,"barking",21,ʃ+ḳ′+a+ˈ+v+iː+l′,,,0
11,"barking",22,uː+s+t+ə+r+i+g′,,,0
11,"barking",22,ʃ+ḳ′+a+ˈ+v+iː+l′,,,0
11,"barking",23,ʃ+ḳ′+a+ˈ+v+ɪː+l′,,,0
11,"barking",24,ʃ+ḳ′+a+ˈ+v+iː+l′,,,0
11,"barking",25,t+ɑ+f+ə+n′+t′,,,0
11,"barking",27,t+ɑ+f+ə+n,,,0
11,"barking",28,g+l+ɑ+f+ə+r,,,0
11,"barking",29,s+ḳ+l+ɑ+f+ə+r+t′,,,0
11,"barking",30,g+l+ɑ+f+ə+r+t′,,,0
11,"barking",31,g+l+u+ə+s+ə+x+t,,,0
11,"barking",33,t+ɑ̣+f+ï+n′+t′,,,0
11,"barking",34,s+g+l+ɑ+f+ə+r+t,,,0
11,"barking",34,t+ɑ+f+ə+n,,,0
11,"barking",35,s+ḳ+l+ɑ+φ+ə+r+t′,,,0
11,"barking",36,t+ɑ̣+f+ə+n,,,0
11,"barking",37,t+ɑ+φ+o̤+n,,,0
11,"barking",38,s+ḳ+l+ɑ+f+ə+r+t′,,,0
11,"barking",38,t+ɑ+f+ə+n,,,0
11,"barking",39,t+ɑ+f+ə+n,,,0
11,"barking",40,t+a+f+ə+n,,,0
11,"barking",41,t+ɑ+f+ə+n,,,0
11,"barking",42,t+ɑ+f+ə+n,,,0
11,"barking",43,t+ɑ̃ː+ᵐ+f+o̤+n,,,0
11,"barking",44,t+ɑ̣+f+ə+n,,,0
11,"barking",45,t+ɑ̃+f+ə+n,,,0
11,"barking",46,ˈ+t+ɑ̃ː+˙+φ+o̤+ɴ,,,0
11,"barking",47,t+ɑ+f+ə+n,,,0
11,"barking",48,t+ɑ̣+f+ə+n,,,0
11,"barking",49,t+ɑ̣̃+φ+ə+n,,,0
11,"barking",50,t+ɑ+f+ə+n,,,0
11,"barking",51,t+ɑ+f+ə+n,,,0
11,"barking",52,t+ɑ̃+f+ə+n·,,,0
11,"barking",53,t+ã+f+ə+n,,,0
11,"barking",54,t+ã+φ+ˀ+o̤+n,,,0
11,"barking",55,t+a+φ+õ̤+n,,,0
11,"barking",56,t+ɑ̃+f+ˀ+ə+n·,,,0
11,"barking",57,t+a·+f+o̤+ɴ,,,0
11,"barking",58,t+ɑ+f+ə+n,,,0
11,"barking",59,t+ɑ+f+ə+n,,,0
11,"barking",60,t+ɑ+φ+ˀ+ə+ɴ,,,0
11,"barking",61,t+ɑ+φ+ˀ+ə+ɴ,,,0
11,"barking",62,t+ɑ+f+ʷ+ɪ+ɴ,,,0
11,"barking",65,t+ɑ+ũ+ə+ɴ,,,0
11,"barking",66,t+ɑ+u+ə+ɴ,,,0
11,"barking",67,t+ɑ+f+ə+nː,,,0
11,"barking",68,t+ɑ̣+u+φ+ə+n,,,0
11,"barking",69,t+ɑ̨+u+h+ˀ+ə+n,,,0
11,"barking",70,t+ɑ+u+h+ə+n+t,,,0
11,"barking",71,t+ɑ+ũ+h+ˀ+ə+n,,,0
11,"barking",72,t+ɔ+u+h+ˀ+ɪ+ɴ′+t′,,,0
11,"barking",73,t+ǫ+u+h+ˀ+ə+n,,,0
11,"barking",74,t+ã+φ+o̤+ɴ+t,,,0
11,"barking",75,t+ã+φ+ˀ+ə+ɴ,,,0
11,"barking",76,ˈ+t+a+ũ+˙+h+ˀ+o̤+ɴ,,,0
11,"barking",77,t+a+ũ+h+ˀ+ə+ɴ+t,,,0
11,"barking",78,t+ã+φ+ˀ+o̤+ɴ,,,0
11,"barking",79,t+ã+φ+ˀ+o̤+ɴ,,,0
11,"barking",80,t+ɑ̨+u+h+o̤+ɴ+t,,,0
11,"barking",81,ˈ+t+ã+˙+φ+ˀ+o̤+ɴ+t,,,0
11,"barking",82,t+ɑ+ũ+h+ˀ+ə+ɴ+t,,,0
11,"barking",83,t+a+ũ+h+ˀ+o̤+ɴ+t,,,0
11,"barking",84,t+o+u+h+ˀ+ə+n,,,0
11,"barking",85,t+ɑ+u+h+ɪ+ɴ′+t′,,,0
11,"barking",86,t+ɔ+u+h+ˀ+ə+ɴ,,,0
11,"barking",88,ə+ˈ+g+ɔ+u+n+s+n+ə,(S),,0
11,"barking",88,g+ɑ+u+n+s+ṭ+ə+n+i,(S),,0
11,"barking",88,g′+ɑ+ũ+n+s+ṭ+ə+n+i,(N),,0
11,"barking",a,t+ɑ+.+f+ï+ŋ′+h,,,0
11,"barking",b,t+a+.+f+ɑ̆+ɴ,,,0
11,"barking",b,t+ɑ+l+ə+v,,,0
11,"barking",c,t+ɑ̣ː+r+n+i+x′,,,0
11,"barking",c,t+ɑ+u+ˏ+ə+n,,,0
11,"barking",d,k+õ+h+ə+ř+š+ṭ+i+x′,,,0
11,"barking",e,k+õ+h+ə+r+ḍ+i+x′,,,0
11,"barking",f,k+õ+h+ə+ř+t̠+i+x′,,,0
11,"barking",g,k+ǫ̃ː+ř+d̠+ɪ+x′,,,0
/*<L 16>*/
/*<M 12 (she is) chewing the cud>*/
/*<F (tá sí ag) cogaint a cire, … a ciorach; ath-chognadh>*/
12,"(she is) chewing the cud",1,k+o+g+ə+n′+t′ ə k′+ɪː+r+ə+x,‘her cud’,,0
12,"(she is) chewing the cud",2,ˈ+k+o+g+ə+ṉ+ṯ ə ˈ+g′+iː+r,‘(they are chewing) their cud’,,0
12,"(she is) chewing the cud",3,ˈ+k+o+g+ə+n′+t′ ə ˈ+k′+iː+r′+ĕ,‘her cud’,,0
12,"(she is) chewing the cud",4,k+o+g+ə+ṉ+ṯ ə x′+iː+ṟ,‘the cud’,,0
12,"(she is) chewing the cud",5,k+o+g+ə+n′+t′ n+ə k′+iː+r′+ə,‘the cud’,,0
12,"(she is) chewing the cud",7,k+o+g+ɪ+n′+t′ ə k′+iː+r+i+g′,‘her cud’,,0
12,"(she is) chewing the cud",8,k+ǫ+g+ə+n′+t′ ə x′+ɪː+r+ə,corrupt form of ‘the cud’,,0
12,"(she is) chewing the cud",9,k+o+g+ɪ+n′+t′ ə k′+iː+r+ə,‘her cud’,,0
12,"(she is) chewing the cud",10,k+o+g+ɪ+n′+t′ ə k′+iː+r+ə+x,‘her cud’,,0
12,"(she is) chewing the cud",11,k+o+g+ɪ+n′+t′ ə k′+iː+r′+ĕ,‘her cud’,,0
12,"(she is) chewing the cud",12,k+o+g+ɪ+n′+t′ ə k′+ɪː+r+ə+x,‘her cud’,,0
12,"(she is) chewing the cud",13,ˈ+k+o+g+ɪ+n′+t′ ə ˈ+k′+ɪː+r+ə+x,‘her cud’,,0
12,"(she is) chewing the cud",14,k+o+g+ɪ+n′+t′ ə ˈ+k′+ɪː+r+ə+x,‘her cud’,,0
12,"(she is) chewing the cud",15,k+o+g+ɪ+n′+t′ n+ə k′+iː+r′+ĕ,‘the cud’,,0
12,"(she is) chewing the cud",16,k+o+g+ɪ+n′+t′ n+ə k′+iː+r′+ĕ,‘the cud’,,0
12,"(she is) chewing the cud",17,k+o+g+ɪ+n′+t′ ə x′+iː+r+ə+x,corrupt form of ‘the cud’,,0
12,"(she is) chewing the cud",18,k+o+g+i+n′+t′ ə k′+ɪ·+r+ə+x,‘her cud’,,0
12,"(she is) chewing the cud",19,k+o+g+ə+n′+t′ ə k′+iː+r+ə+x,‘her cud’,,0
12,"(she is) chewing the cud",20,k+o̤+g+ɪ+n′+t′ n+ə k′+iː+r+ə+x,‘the cud’,,0
12,"(she is) chewing the cud",21,k+o+g+ɪ+n′+t′ ə k′+iː+r′,‘her cud’,,0
12,"(she is) chewing the cud",22,k+o+g+ɪ+ɴ′+t′ n+ə ˈ+k′+ɪː+r+ə+x,‘the cud’,,0
12,"(she is) chewing the cud",23,k+o+g+ə+n′+t′ ə k′+iː+r′,‘her cud’,,0
12,"(she is) chewing the cud",24,k+o+g+ɪ+n′+t′ ə k′+iː+r′,‘her cud’,,0
12,"(she is) chewing the cud",25,ˈ+k+o+g+ə+n′+t′ ə ˈ+k′+iː+r′+ə,‘her cud’,,0
12,"(she is) chewing the cud",26,k+o+g+ə+n′+t′ ə+n k′+iː+r,corrupt form of ‘the cud’,,0
12,"(she is) chewing the cud",28,ˈ+k+ö+g′+ɪ+n′+t′ ə ˈ+k′+iː+r,‘her cud’,,0
12,"(she is) chewing the cud",30,ˈ+k+o+g+ə+l′+t′ ə ˈ+k′+iː+r′,‘her cud’,,0
12,"(she is) chewing the cud",31,k+o+g+ə+l′+t′ ə ˈ+k′+iː+ṟ+i,‘her cud’,,0
12,"(she is) chewing the cud",32,ˈ+k+o+g+ə+n′+t′ ə ˈ+k′+iː+r′+ə,‘her cud’,,0
12,"(she is) chewing the cud",33,k+o+g+ə+l′+t′ ə ˈ+k+iː+r′+ĕ,‘her cud’,,0
12,"(she is) chewing the cud",34,k+ɑ+ŋ+ə+l′+t′ ə k′+ɪː+ə+r,‘her cud’,,0
12,"(she is) chewing the cud",35,k+a+ŋ+ə+l′+t′ ə k′+iː+r′,‘her cud’,,0
12,"(she is) chewing the cud",36,k+ɑ+ŋ+g+ə+l′+t′ ə k′+iː+r′+ĕ,‘her cud’,,0
12,"(she is) chewing the cud",37,k+ɑ+g+ə+l′+t′ n+ə k′+iː+r′+ə+x,‘the cud’,,0
12,"(she is) chewing the cud",37,k+ɑ+ŋ+g+ə+l′+t′ n+ə k′+iː+r′+ə+x,‘the cud’,,0
12,"(she is) chewing the cud",38,k+ɑ+g+ə+l′+t′ ə k′+iː+r′,‘her cud’,,0
12,"(she is) chewing the cud",39,k+ɑ+ŋ+g+ə+l′+t′ ə k′+iː+r′,‘her cud’,,0
12,"(she is) chewing the cud",40,k+ɑ+ŋ+g+ə+l′+t′ ə ˈ+k′+iː+r′+ĕ,‘her cud’,,0
12,"(she is) chewing the cud",41,ˈ+k+a+ŋ′+ə+l′+t′ ə ˈ+k′+iː+r′,‘her cud’,,0
12,"(she is) chewing the cud",42,ˈ+k+ɑ+ŋ+g+ə+l′+t′ ə ˈ+k′+iː+r′+ĕ,‘her cud’,,0
12,"(she is) chewing the cud",42,k′+a+ŋ+g+ə+l′+t′ ə ˈ+k′+iː+r′+ĕ,‘her cud’,,0
12,"(she is) chewing the cud",43,k+ɑ+ŋ+ᵍ+ə+l′+t′ ə k′+iː+r′,‘her cud’,,0
12,"(she is) chewing the cud",44,ˈ+k+ɑ+ŋ+g+ə+ʟ′+t″ ə ˈ+k′+iː+r′+ĕ,‘her cud’,,0
12,"(she is) chewing the cud",45,k+ɑ+ŋ+g+ə+l′+t′ ə ˈ+k′+iː+r′+ĕ,‘her cud’,,0
12,"(she is) chewing the cud",46,k+ɑ̣·+ŋ+g+ə+l′+t′ ə ˈ+k′+iː+r′+ĕ,‘her cud’,,0
12,"(she is) chewing the cud",47,k+ɑ+ŋ+g+ə+l′+t′ ə ˈ+k′+iː+r′+ĕ,‘her cud’,,0
12,"(she is) chewing the cud",48,k+a+ŋ+ə+l′+t′ ə k′+i+ə+r,‘her cud’,,0
12,"(she is) chewing the cud",49,ˈ+k+ɑ+ŋ+ə+l′+t′ ə ˈ+k′+iː+r′+ĕ,‘her cud’,,0
12,"(she is) chewing the cud",50,k+ɑ+ŋ+ə+l′+t′ ə k′+ɪː+ᵊ+r,‘her cud’,,0
12,"(she is) chewing the cud",51,k+ɑ+ŋ+ə+l′+t′ ə k′+ɪː+ᵊ+r,‘her cud’,,0
12,"(she is) chewing the cud",52,k′+a+ŋ+ə+l′+t′ ə k′+iː+r′+ə,‘her cud’,,0
12,"(she is) chewing the cud",53,ɑ+χ+ɑ+g+ə+n′+t′,,,0
12,"(she is) chewing the cud",54,ɑ+ʰ+ɑ+g+ə+n′+t′,,,0
12,"(she is) chewing the cud",55,ɑ+x+ɑ+g+ə+n′+t′,,,0
12,"(she is) chewing the cud",55,ɑ+x+ɑ+ŋ+ə+l′+t′+ᶴ,,,0
12,"(she is) chewing the cud",56,k+a+ŋ+ə+l′+t′+ᶴ ə k′+iː+r′+ə,‘her cud’,,0
12,"(she is) chewing the cud",57,ɑː+x+ɑ+ŋ+ə+l′+t′,,,0
12,"(she is) chewing the cud",58,ɑ+x+ɑ+ŋ+ə+l′+t′+ᶴ,,,0
12,"(she is) chewing the cud",59,ɑ+x+ɑ+ŋ+ə+l′+t′+ᶴ ə k′+iː+r,‘her cud’,,0
12,"(she is) chewing the cud",59,k+ɑ+ŋ+ə+l′+t′ ə k′+iː+r,‘her cud’,,0
12,"(she is) chewing the cud",60,ɑ+x+ɑ+g+ə+ʟ′+t′,,,0
12,"(she is) chewing the cud",61,ɑ+x+ɑ+g+ə+ɴ′+t″,,,0
12,"(she is) chewing the cud",62,ɑ+x+ɑ+g+ə+ɴ′+t′ ə ˈ+k+o̤+d,corrupt form of ‘the cud’,,0
12,"(she is) chewing the cud",62,k+ɑ+g+ə+ɴ′+t′ ə ˈ+k+o̤+d,corrupt form of ‘the cud’,,0
12,"(she is) chewing the cud",65,ɑ+x+ö+g+n+u,,,0
12,"(she is) chewing the cud",66,t+ɑ+ʰ+ɑ+g+n+u,,,0
12,"(she is) chewing the cud",67,t+ɑ+x+ï+n′ː+ʲ,,,0
12,"(she is) chewing the cud",68,tachairnigh,cf. Éigse vi 254,,0
12,"(she is) chewing the cud",69,a+χ+a+g+n+u,,,0
12,"(she is) chewing the cud",70,a+h+a+g+n+u,,,0
12,"(she is) chewing the cud",71,a+h+a+g+n+u,,,0
12,"(she is) chewing the cud",72,a+h+a+g+n+uː,,,0
12,"(she is) chewing the cud",73,a+h+a+g+n+u,,,0
12,"(she is) chewing the cud",74,a+h+a+g+n+u,,,0
12,"(she is) chewing the cud",75,a+h+a+g+n+u,,,0
12,"(she is) chewing the cud",76,ɑ+h+ɑ̣+g+n+ŭ,,,0
12,"(she is) chewing the cud",77,a+h+a+g+n+u,,,0
12,"(she is) chewing the cud",78,ɑ+h+ɑ̣+g+n+u,,,0
12,"(she is) chewing the cud",79,a+h+a+g+n+u,,,0
12,"(she is) chewing the cud",80,a+h+a+g+n+u,,,0
12,"(she is) chewing the cud",81,a+h+a+g+n+u,,,0
12,"(she is) chewing the cud",82,a+h+a+g+n+u,,,0
12,"(she is) chewing the cud",83,ɑ+h+ɑ+g+n+uː,,,0
12,"(she is) chewing the cud",84,a+h+a+g+n+ɔ+ŭ,,,0
12,"(she is) chewing the cud",85,a+x+a+g+n+u·,,,0
12,"(she is) chewing the cud",86,a+x+a+g+n+u,,,0
12,"(she is) chewing the cud",a,ˈ+k′+è+k+ə+n+ə+k ɛ ˈ+k′+i+.+ʲ+ɛ+r+h,,,0
12,"(she is) chewing the cud",b,k+ɑ+g̣+ə+n+ə+g ə k′+iː+r̠,,,0
12,"(she is) chewing the cud",d,k+r+ɑ̣̃ː+v′ ə k′+iː+r̠′′+ĕ,,,0
12,"(she is) chewing the cud",e,k+r+ɑ̣̃ː+f ə k′+iː+δ,,,0
12,"(she is) chewing the cud",f,k+r+ãː+v ə ˈ+k′+iː+r′+h,,,0
12,"(she is) chewing the cud",g,k+r+ãː+w ə ˈ+k′+iː+ⁱ̈+r,,,0
/*<L 17>*/
/*<M 13a horn of cow>*/
/*<F adharc>*/
13a,"horn of cow",1,ö+i+r+k,,,0
13a,"horn of cow",2,ö+j+ə+r+k,,,0
13a,"horn of cow",3,ø+i+ə+r+k,,,0
13a,"horn of cow",4,e+j+ᵊ+r+k,,,0
13a,"horn of cow",5,ö+j+ə+r+k,,,0
13a,"horn of cow",6,ɑ+i+r+k,,,1
13a,"horn of cow",7,ə+i+ə+r+k,,,0
13a,"horn of cow",8,ö+i+r+k,,,0
13a,"horn of cow",9,ö+i+ᵊ+r+k,,,0
13a,"horn of cow",10,ɛ+i+ᵊ+r+k,,,0
13a,"horn of cow",11,ᴇ+i+r+k,,,0
13a,"horn of cow",12,ᴇ+i+r+k,,,0
13a,"horn of cow",13,ə+i+r+k,,,0
13a,"horn of cow",14,ᴇ+i+r+k,,,0
13a,"horn of cow",15,ö+i+r+k,,,0
13a,"horn of cow",16,ᴇ+i+ə+r+k,,,0
13a,"horn of cow",17,ə+i+ə+r+k,,,0
13a,"horn of cow",18,ɑ+i+ə+r+k,,,0
13a,"horn of cow",19,ə+i+ə+r+k,,,0
13a,"horn of cow",20,ɑ+i+ᵊ+r+k,,,0
13a,"horn of cow",21,a+i+ə+r+k,,,0
13a,"horn of cow",22,ö+i+ə+r+k,,,0
13a,"horn of cow",23,ə+i+ə+r+k,,,0
13a,"horn of cow",24,ᴇ+i+ᵊ+r+k,,,0
13a,"horn of cow",25,ə+j+ə+r+k,,,0
13a,"horn of cow",26,ə+i+ə+r+k,,,0
13a,"horn of cow",27,ə+j+ə+r+k,,,0
13a,"horn of cow",28,ə+i+r+k,,,0
13a,"horn of cow",29,ə+j+ə+r+k,,,0
13a,"horn of cow",30,ᴇ+i+r+k,,,0
13a,"horn of cow",31,ə+j+ə+r+k,,,0
13a,"horn of cow",32,ɑ+i+r+k,,,0
13a,"horn of cow",33,a+i+r+k,,,0
13a,"horn of cow",34,ə+j+ə+r+k,,,0
13a,"horn of cow",35,ɑ+j+ə+r+k,,,0
13a,"horn of cow",36,a+i+r+k,,,0
13a,"horn of cow",37,ö+j+ᵊ+r+k,,,0
13a,"horn of cow",38,a+i+ᵊ+r+k,,,0
13a,"horn of cow",39,ᴇ+i+r+k,,,0
13a,"horn of cow",40,ᴇ+i+ᵊ+r+k,,,0
13a,"horn of cow",41,ᴇ+i+r+k,,,0
13a,"horn of cow",42,ö+i+r̥+k,,,0
13a,"horn of cow",43,ᴇ+i+ə+r+k,,,0
13a,"horn of cow",44,ɑ+i+r+k,,,0
13a,"horn of cow",45,ᴇ+i+ᵊ+r+k,,,0
13a,"horn of cow",46,ᴇ+i+r′+k′,,,0
13a,"horn of cow",47,ᴇ+i+r+k,,,0
13a,"horn of cow",48,a+i+r+k,,,0
13a,"horn of cow",49,ö+i+ə+r+k,,,0
13a,"horn of cow",50,ᴇ+i+r+k,,,0
13a,"horn of cow",51,ə+j+ə+r+k,,,0
13a,"horn of cow",52,ɔ+j+ə+r+k,,,0
13a,"horn of cow",53,ə+j+ə+r+k,,,0
13a,"horn of cow",54,ə+j+ə+r+k,,,0
